Date,User_ID,Product_ID,EUR_Amount,EUR_to_USD,USD_Amount,user_id,name,status,updated_at
2023-08-05,U-12603,PRD-635,1798.14,1.0842365377679828,1949.6090880221207,U-12603,User_U-12603,Suspended,2023-02-05 09:00:00
2023-01-25,U-03321,PRD-810,832.75,1.072780863773741,893.3582643075829,U-03321,User_U-03321,Pending,2023-01-01 10:00:00
2023-03-15,U-11934,PRD-782,370.56,1.1782321827907003,436.60571765492193,U-11934,User_U-11934,Active,2023-01-18 14:00:00
2023-11-15,U-03051,PRD-953,4352.54,1.1162083176244222,4858.341350793003,U-03051,User_U-03051,Active,2023-01-11 14:00:00
2023-07-19,U-20938,PRD-528,2339.27,1.042851485108469,2439.511193569688,U-20938,User_U-20938,Pending,2023-01-01 10:00:00
2023-01-22,U-00068,PRD-271,726.23,1.0887111849756732,790.6547238648832,U-00068,User_U-00068,Suspended,2023-02-07 09:00:00
2023-12-06,U-23200,PRD-684,3999.0,1.0718137723598014,4286.1832756668455,U-23200,User_U-23200,Active,2023-01-28 14:00:00
2023-04-24,U-23806,PRD-221,3667.09,1.2231621056242643,4485.445525913684,U-23806,User_U-23806,Active,2023-01-04 14:00:00
2023-08-18,U-06457,PRD-615,2138.06,1.0642348145370015,2275.3978875689813,U-06457,User_U-06457,Pending,2023-01-01 10:00:00
2023-08-01,U-00618,PRD-529,4824.1,1.1477000881746602,5536.619995363379,U-00618,User_U-00618,Active,2023-01-14 14:00:00
2023-11-13,U-12848,PRD-210,2132.16,1.1340976485647485,2418.077642363814,U-12848,User_U-12848,Active,2023-01-19 14:00:00
2023-06-10,U-19055,PRD-488,791.76,1.0404348251398676,823.7746771527416,U-19055,User_U-19055,Active,2023-01-29 14:00:00
2023-04-03,U-10180,PRD-538,4796.67,1.0648973453061326,5107.961149309567,U-10180,User_U-10180,Active,2023-01-06 14:00:00
2023-03-29,U-15014,PRD-334,2335.56,1.1164375554829844,2607.506897083839,U-15014,User_U-15014,Active,2023-01-18 14:00:00
2023-07-20,U-22563,PRD-628,1073.82,1.1178893680174142,1200.4119611644596,U-22563,User_U-22563,Active,2023-01-22 14:00:00
2023-10-13,U-00882,PRD-770,3004.28,1.2066516687328137,3625.119475340618,U-00882,User_U-00882,Active,2023-01-17 14:00:00
2023-03-09,U-00577,PRD-103,35.74,1.1501766448946014,41.10731328853306,U-00577,User_U-00577,Suspended,2023-02-02 09:00:00
2023-05-25,U-00250,PRD-106,4766.79,1.1129941397124212,5305.409335239772,U-00250,User_U-00250,Suspended,2023-02-25 09:00:00
2023-08-14,U-07598,PRD-597,3944.83,1.1544475298483683,4554.099249171739,U-07598,User_U-07598,Active,2023-01-18 14:00:00
2023-03-26,U-07356,PRD-798,2718.83,1.0595753198553406,2880.8051668822955,U-07356,User_U-07356,Suspended,2023-02-27 09:00:00
2023-04-18,U-05646,PRD-605,1483.13,1.108728890641592,1644.3890795772645,U-05646,User_U-05646,Active,2023-01-19 14:00:00
2023-10-08,U-24234,PRD-263,165.97,1.1056758672625624,183.50902368956747,U-24234,User_U-24234,Active,2023-01-18 14:00:00
2023-06-27,U-00152,PRD-823,3545.99,1.1726767038578658,4158.299865112954,U-00152,User_U-00152,Suspended,2023-02-05 09:00:00
2023-11-11,U-09846,PRD-955,3006.57,1.1412708174494015,3431.310601618847,U-09846,User_U-09846,Pending,2023-01-01 10:00:00
2023-09-19,U-23071,PRD-885,1423.3,1.09702373219691,1561.3938780358621,U-23071,User_U-23071,Pending,2023-01-01 10:00:00
2023-06-15,U-12761,PRD-519,4699.51,1.120639046346825,5266.454404697368,U-12761,User_U-12761,Active,2023-01-06 14:00:00
2023-12-11,U-24399,PRD-938,1879.68,1.076448084719084,2023.377935884768,U-24399,User_U-24399,Active,2023-01-08 14:00:00
2023-10-06,U-17717,PRD-919,4599.52,1.0699891561420602,4921.436523458529,U-17717,User_U-17717,Active,2023-01-27 14:00:00
2023-02-27,U-04333,PRD-492,11.81,1.084539381207439,12.808410092059857,U-04333,User_U-04333,Active,2023-01-19 14:00:00
2023-02-07,U-13899,PRD-965,3188.85,1.0020164938060112,3195.280296273299,U-13899,User_U-13899,Active,2023-01-17 14:00:00
2023-12-22,U-19243,PRD-400,252.92,1.0990491896048658,277.97152103486263,U-19243,User_U-19243,Active,2023-01-09 14:00:00
2023-05-16,U-12064,PRD-878,903.06,1.177496720250877,1063.3501881897569,U-12064,User_U-12064,Suspended,2023-02-07 09:00:00
2023-04-22,U-05529,PRD-885,4258.45,1.0962777042116918,4668.443789500278,U-05529,User_U-05529,Active,2023-01-29 14:00:00
2023-01-19,U-11840,PRD-278,1546.13,1.0545987962239396,1630.5468368057197,U-11840,User_U-11840,Active,2023-01-25 14:00:00
2023-10-06,U-20082,PRD-708,2210.18,1.0699891561420602,2364.8686331220583,U-20082,User_U-20082,Active,2023-01-19 14:00:00
2023-04-26,U-09552,PRD-469,4080.4,1.1150773671166807,4549.961688782904,U-09552,User_U-09552,Active,2023-01-14 14:00:00
2023-12-09,U-20988,PRD-674,3013.84,1.0588889802216783,3191.3219641513033,U-20988,User_U-20988,Suspended,2023-02-20 09:00:00
2023-07-03,U-09588,PRD-636,794.77,1.1241236207621594,893.4197300731414,U-09588,User_U-09588,Active,2023-01-05 14:00:00
2023-01-29,U-08995,PRD-207,300.65,1.0699680655040598,321.6858988937955,U-08995,User_U-08995,Active,2023-01-04 14:00:00
2023-07-23,U-12086,PRD-989,2820.08,1.152690102601745,3250.6783045451293,U-12086,User_U-12086,Active,2023-01-26 14:00:00
2023-09-09,U-16139,PRD-520,3311.52,1.1202490855480478,3709.727251774071,U-16139,User_U-16139,Active,2023-01-19 14:00:00
2023-04-02,U-03189,PRD-547,2666.21,1.1484322495266446,3061.961548010435,U-03189,User_U-03189,Pending,2023-01-01 10:00:00
2023-11-16,U-05827,PRD-873,3870.84,1.093492847281616,4232.735852971571,U-05827,User_U-05827,Active,2023-01-08 14:00:00
2023-04-29,U-19150,PRD-866,1713.33,1.098264411514738,1881.689364180546,U-19150,User_U-19150,Pending,2023-01-01 10:00:00
2023-01-22,U-24385,PRD-253,1767.48,1.0887111849756732,1924.2752452208028,U-24385,User_U-24385,Pending,2023-01-01 10:00:00
2023-04-22,U-13558,PRD-430,699.93,1.0962777042116918,767.3176535088894,U-13558,User_U-13558,Pending,2023-01-01 10:00:00
2023-06-24,U-00265,PRD-323,2173.31,1.096144914529295,2382.262704195662,U-00265,User_U-00265,Suspended,2023-02-07 09:00:00
2023-02-13,U-11654,PRD-249,851.5,1.0849448152205357,923.830510160286,U-11654,User_U-11654,Pending,2023-01-01 10:00:00
2023-01-21,U-00867,PRD-915,26.46,1.0545987962239396,27.904684148085444,U-00867,User_U-00867,Active,2023-01-18 14:00:00
2023-09-28,U-15560,PRD-851,4526.79,1.1720636644533058,5305.68607561058,U-15560,User_U-15560,Active,2023-01-08 14:00:00
2023-11-02,U-17205,PRD-511,3217.66,1.1058663691654391,3558.3019814088666,U-17205,User_U-17205,Active,2023-01-23 14:00:00
2023-10-29,U-13298,PRD-887,1821.25,1.0719909479901517,1952.3635140270637,U-13298,User_U-13298,Pending,2023-01-01 10:00:00
2023-11-07,U-03398,PRD-195,4777.02,1.089115939838639,5202.728626927976,U-03398,User_U-03398,Active,2023-01-02 14:00:00
2023-11-03,U-20598,PRD-841,3889.5,1.1058663691654391,4301.267242868976,U-20598,User_U-20598,Active,2023-01-09 14:00:00
2023-04-08,U-16518,PRD-684,698.29,1.0268242525933942,717.0211073434411,U-16518,User_U-16518,Active,2023-01-04 14:00:00
2023-02-24,U-20651,PRD-564,4443.79,1.1305838144420437,5024.07704877941,U-20651,User_U-20651,Pending,2023-01-01 10:00:00
2023-06-02,U-14043,PRD-284,557.77,1.117322410474849,623.2089208905564,U-14043,User_U-14043,Suspended,2023-02-28 09:00:00
2023-08-27,U-17438,PRD-247,1095.03,1.0669106767615806,1168.2991983742336,U-17438,User_U-17438,Suspended,2023-02-18 09:00:00
2023-07-18,U-14897,PRD-505,998.02,1.1029104359223,1100.7266732591738,U-14897,User_U-14897,Active,2023-01-22 14:00:00
2023-08-04,U-11510,PRD-156,2136.97,1.0842365377679828,2316.9809541140457,U-11510,User_U-11510,Active,2023-01-21 14:00:00
2023-02-23,U-20710,PRD-139,1904.53,1.1305838144420437,2153.2307921193055,U-20710,User_U-20710,Active,2023-01-13 14:00:00
2023-02-05,U-07236,PRD-678,4459.38,1.0389578175014489,4633.107712209611,U-07236,User_U-07236,Active,2023-01-13 14:00:00
2023-02-19,U-00812,PRD-727,4420.43,1.0118479922318633,4472.8032203014955,U-00812,User_U-00812,Active,2023-01-02 14:00:00
2023-02-27,U-01546,PRD-520,1189.03,1.084539381207439,1289.5498604370812,U-01546,User_U-01546,Active,2023-01-16 14:00:00
2023-02-22,U-04635,PRD-132,4614.76,1.0661538999847022,4920.0443714934045,U-04635,User_U-04635,Suspended,2023-02-25 09:00:00
2023-01-02,U-11859,PRD-611,3535.59,1.093086784941441,3864.7067059711094,U-11859,User_U-11859,Active,2023-01-25 14:00:00
2023-08-09,U-13456,PRD-783,2961.92,1.2157329283336755,3600.9036750900805,U-13456,User_U-13456,Pending,2023-01-01 10:00:00
2023-04-11,U-04683,PRD-605,1149.0,1.0292314628974797,1182.5869508692042,U-04683,User_U-04683,Suspended,2023-02-21 09:00:00
2023-06-16,U-08850,PRD-119,2667.88,1.120639046346825,2989.7304989677677,U-08850,User_U-08850,Pending,2023-01-01 10:00:00
2023-02-03,U-21026,PRD-138,4478.3,1.0993251387631031,4923.107768922805,U-21026,User_U-21026,Pending,2023-01-01 10:00:00
2023-12-10,U-08522,PRD-305,341.37,1.0746528412314436,366.8542404111779,U-08522,User_U-08522,Active,2023-01-17 14:00:00
2023-09-05,U-00350,PRD-514,3496.9,1.0673335383713145,3732.3586503306497,U-00350,User_U-00350,Active,2023-01-22 14:00:00
2023-11-10,U-10841,PRD-883,4064.38,1.1412708174494015,4638.558285024998,U-10841,User_U-10841,Active,2023-01-25 14:00:00
2023-12-08,U-11783,PRD-449,1374.39,1.0588889802216783,1455.3264255268725,U-11783,User_U-11783,Suspended,2023-02-11 09:00:00
2023-09-17,U-12677,PRD-999,4907.69,1.138731702671467,5588.542189883731,U-12677,User_U-12677,Active,2023-01-26 14:00:00
2023-08-03,U-20784,PRD-860,1542.37,1.0842365377679828,1672.2939087572036,U-20784,User_U-20784,Active,2023-01-22 14:00:00
2023-01-19,U-01044,PRD-528,202.37,1.0545987962239396,213.41915839183866,U-01044,User_U-01044,Pending,2023-01-01 10:00:00
2023-04-14,U-05346,PRD-584,983.39,1.0828642741736616,1064.877898579637,U-05346,User_U-05346,Active,2023-01-16 14:00:00
2023-05-03,U-17518,PRD-874,391.06,1.170139715546805,457.59483716173355,U-17518,User_U-17518,Active,2023-01-11 14:00:00
2023-01-05,U-05920,PRD-650,1552.57,1.0882923312638333,1689.6500247502895,U-05920,User_U-05920,Suspended,2023-02-04 09:00:00
2023-02-10,U-04962,PRD-857,2442.4,1.1098430617934565,2710.680694124338,U-04962,User_U-04962,Active,2023-01-22 14:00:00
2023-12-25,U-02386,PRD-491,3626.01,1.1161359280169043,4047.1200363485755,U-02386,User_U-02386,Suspended,2023-02-20 09:00:00
2023-04-28,U-05592,PRD-778,4356.36,1.098264411514738,4784.435151746344,U-05592,User_U-05592,Suspended,2023-02-04 09:00:00
2023-02-11,U-12333,PRD-223,1503.71,1.1098430617934565,1668.8821104494384,U-12333,User_U-12333,Suspended,2023-02-10 09:00:00
2023-10-28,U-11070,PRD-974,4196.7,1.1406431059419482,4786.936922706574,U-11070,User_U-11070,Pending,2023-01-01 10:00:00
2023-10-05,U-04403,PRD-387,1433.62,1.0699891561420602,1533.9578540283803,U-04403,User_U-04403,Active,2023-01-26 14:00:00
2023-07-17,U-04646,PRD-706,2496.02,1.1076862552972764,2764.8070469471077,U-04646,User_U-04646,Pending,2023-01-01 10:00:00
2023-05-21,U-14114,PRD-187,3094.21,1.1113729967302066,3438.8214402125727,U-14114,User_U-14114,Pending,2023-01-01 10:00:00
2023-11-19,U-08813,PRD-660,4389.79,1.0590889658383265,4649.178151347427,U-08813,User_U-08813,Pending,2023-01-01 10:00:00
2023-08-30,U-14628,PRD-995,1811.94,1.0942631779266552,1982.7392226124236,U-14628,User_U-14628,Suspended,2023-02-18 09:00:00
2023-12-03,U-00011,PRD-189,401.85,1.0587251401603746,425.44869757344657,U-00011,User_U-00011,Active,2023-01-27 14:00:00
2023-05-28,U-14897,PRD-947,3913.9,1.0339771693457862,4046.8832431024725,U-14897,User_U-14897,Active,2023-01-22 14:00:00
2023-12-24,U-22685,PRD-178,583.87,1.0855670680539933,633.8300440246851,U-22685,User_U-22685,Active,2023-01-02 14:00:00
2023-01-27,U-00955,PRD-881,4534.11,1.1055461294854934,5012.66776116147,U-00955,User_U-00955,Pending,2023-01-01 10:00:00
2023-10-31,U-11758,PRD-745,4146.72,1.1305185132716733,4687.943729353913,U-11758,User_U-11758,Pending,2023-01-01 10:00:00
2023-04-30,U-09407,PRD-527,3774.41,1.1375966516343388,4293.756177895164,U-09407,User_U-09407,Pending,2023-01-01 10:00:00
2023-07-07,U-05551,PRD-750,1806.5,1.1236618812286774,2029.8951884396056,U-05551,User_U-05551,Pending,2023-01-01 10:00:00
2023-04-08,U-05844,PRD-457,3680.7,1.0268242525933942,3779.4320265205056,U-05844,User_U-05844,Suspended,2023-02-07 09:00:00
2023-10-29,U-11243,PRD-542,916.64,1.0719909479901517,982.6297825656926,U-11243,User_U-11243,Pending,2023-01-01 10:00:00
2023-08-04,U-20931,PRD-768,3304.83,1.0842365377679828,3583.2174371117626,U-20931,User_U-20931,Pending,2023-01-01 10:00:00
2023-04-20,U-00898,PRD-460,4302.27,1.0962777042116918,4716.482678498835,U-00898,User_U-00898,Suspended,2023-02-13 09:00:00
2023-12-30,U-20259,PRD-231,3022.51,1.1766369456501289,3556.3969345969713,U-20259,User_U-20259,Active,2023-01-26 14:00:00
2023-10-08,U-15482,PRD-896,811.03,1.1056758672625624,896.7362986259559,U-15482,User_U-15482,Active,2023-01-22 14:00:00
2023-06-22,U-16841,PRD-607,3996.92,1.096144914529295,4381.203531780429,U-16841,User_U-16841,Suspended,2023-02-26 09:00:00
2023-08-28,U-10024,PRD-947,4601.54,1.1426216667398112,5257.819304369911,U-10024,User_U-10024,Active,2023-01-10 14:00:00
2023-10-31,U-03808,PRD-178,1951.48,1.1305185132716733,2206.184268279405,U-03808,User_U-03808,Pending,2023-01-01 10:00:00
2023-09-20,U-08115,PRD-957,3180.97,0.9379366329965464,2983.548291463024,U-08115,User_U-08115,Active,2023-01-22 14:00:00
2023-09-28,U-18520,PRD-700,4719.85,1.1720636644533058,5531.964686669936,U-18520,User_U-18520,Pending,2023-01-01 10:00:00
2023-12-17,U-06681,PRD-232,16.22,1.1155453782799003,18.094146035699982,U-06681,User_U-06681,Suspended,2023-02-17 09:00:00
2023-11-19,U-11814,PRD-444,247.21,1.0590889658383265,261.8173832448927,U-11814,User_U-11814,Active,2023-01-26 14:00:00
2023-07-13,U-06908,PRD-954,2775.84,1.0377130610644008,2880.5254234250065,U-06908,User_U-06908,Active,2023-01-13 14:00:00
2023-10-14,U-03162,PRD-220,3103.32,1.2066516687328137,3744.626256611916,U-03162,User_U-03162,Pending,2023-01-01 10:00:00
2023-09-11,U-04270,PRD-809,1131.84,1.1516232630275574,1303.4532740251104,U-04270,User_U-04270,Active,2023-01-06 14:00:00
2023-04-05,U-00939,PRD-818,1261.06,1.0803945923433922,1362.4424046205581,U-00939,User_U-00939,Suspended,2023-02-07 09:00:00
2023-12-10,U-03418,PRD-667,4909.0,1.0746528412314436,5275.470797605157,U-03418,User_U-03418,Active,2023-01-27 14:00:00
2023-08-23,U-17793,PRD-180,4003.74,1.2071972044662664,4833.30373540977,U-17793,User_U-17793,Pending,2023-01-01 10:00:00
2023-12-27,U-01141,PRD-200,3345.05,1.1259673257120586,3766.417002873122,U-01141,User_U-01141,Active,2023-01-15 14:00:00
2023-05-06,U-11548,PRD-493,2164.94,1.0299074468603862,2229.6878280059245,U-11548,User_U-11548,Active,2023-01-09 14:00:00
2023-12-19,U-05416,PRD-196,40.8,1.1428829811601011,46.629625631332125,U-05416,User_U-05416,Suspended,2023-02-15 09:00:00
2023-12-25,U-16857,PRD-900,2985.62,1.1161359280169043,3332.3577494058295,U-16857,User_U-16857,Pending,2023-01-01 10:00:00
2023-09-24,U-10586,PRD-534,2631.23,1.181620565196582,3109.1154797622025,U-10586,User_U-10586,Active,2023-01-02 14:00:00
2023-03-16,U-17046,PRD-603,2217.79,0.9690127447955128,2149.0667752800405,U-17046,User_U-17046,Pending,2023-01-01 10:00:00
2023-06-09,U-11346,PRD-426,3018.94,1.0404348251398676,3141.010311007752,U-11346,User_U-11346,Active,2023-01-22 14:00:00
2023-07-15,U-02454,PRD-266,2951.26,1.0377130610644008,3062.5610485969237,U-02454,User_U-02454,Suspended,2023-02-01 09:00:00
2023-03-10,U-09645,PRD-572,2083.2,1.1501766448946014,2396.0479866444334,U-09645,User_U-09645,Active,2023-01-22 14:00:00
2023-06-03,U-03967,PRD-125,4124.08,1.117322410474849,4607.927006591115,U-03967,User_U-03967,Active,2023-01-14 14:00:00
2023-10-27,U-04799,PRD-229,4284.46,1.1406431059419482,4887.039761684039,U-04799,User_U-04799,Pending,2023-01-01 10:00:00
2023-10-17,U-15305,PRD-656,721.56,1.0688650240089703,771.2502467239126,U-15305,User_U-15305,Active,2023-01-26 14:00:00
2023-08-14,U-12827,PRD-402,819.09,1.1544475298483683,945.5964272235,U-12827,User_U-12827,Suspended,2023-02-26 09:00:00
2023-04-26,U-01560,PRD-516,2512.77,1.1150773671166807,2801.932955769782,U-01560,User_U-01560,Pending,2023-01-01 10:00:00
2023-06-24,U-16269,PRD-881,3345.29,1.096144914529295,3666.922621125705,U-16269,User_U-16269,Active,2023-01-10 14:00:00
2023-09-23,U-24780,PRD-831,4989.42,1.0487806179332857,5232.8069907286945,U-24780,User_U-24780,Suspended,2023-02-23 09:00:00
2023-07-30,U-14623,PRD-958,1951.17,1.1285445255346584,2201.9822218874597,U-14623,User_U-14623,Pending,2023-01-01 10:00:00
2023-04-07,U-20789,PRD-120,1369.12,1.0268242525933942,1405.8456207106676,U-20789,User_U-20789,Active,2023-01-30 14:00:00
2023-08-19,U-10820,PRD-526,4714.39,1.0642348145370015,5017.217967305095,U-10820,User_U-10820,Active,2023-01-23 14:00:00
2023-02-13,U-04050,PRD-636,1728.95,1.0849448152205357,1875.8153382755452,U-04050,User_U-04050,Active,2023-01-03 14:00:00
2023-08-17,U-17275,PRD-362,3782.85,1.0642348145370015,4025.8406681712963,U-17275,User_U-17275,Active,2023-01-11 14:00:00
2023-01-27,U-16422,PRD-303,1062.15,1.1055461294854934,1174.2558214330168,U-16422,User_U-16422,Active,2023-01-21 14:00:00
2023-02-14,U-08259,PRD-505,3294.8,1.0260739004816286,3380.7082873068703,U-08259,User_U-08259,Pending,2023-01-01 10:00:00
2023-03-29,U-08675,PRD-253,2694.39,1.1164375554829844,3008.118185117798,U-08675,User_U-08675,Pending,2023-01-01 10:00:00
2023-02-17,U-12841,PRD-522,2280.25,1.0769680614520107,2455.7564221259477,U-12841,User_U-12841,Active,2023-01-06 14:00:00
2023-03-10,U-21645,PRD-115,2343.96,1.1501766448946014,2695.9680485671497,U-21645,User_U-21645,Active,2023-01-05 14:00:00
2023-08-24,U-24142,PRD-988,462.31,1.1316959511159006,523.194355160392,U-24142,User_U-24142,Suspended,2023-02-19 09:00:00
2023-02-11,U-19190,PRD-666,1313.18,1.1098430617934565,1457.4237118859312,U-19190,User_U-19190,Active,2023-01-11 14:00:00
2023-03-06,U-11567,PRD-464,1582.91,1.14062629111971,1805.5087624763003,U-11567,User_U-11567,Pending,2023-01-01 10:00:00
2023-04-19,U-09884,PRD-657,4644.96,1.1128775195361382,5169.271563144581,U-09884,User_U-09884,Active,2023-01-29 14:00:00
2023-02-07,U-21012,PRD-767,1710.52,1.0020164938060112,1713.9692529850583,U-21012,User_U-21012,Active,2023-01-25 14:00:00
2023-07-14,U-04341,PRD-821,870.74,1.0377130610644008,903.5782707912164,U-04341,User_U-04341,Active,2023-01-13 14:00:00
2023-09-27,U-03131,PRD-485,2536.28,1.1065370288643046,2806.4877355679587,U-03131,User_U-03131,Suspended,2023-02-24 09:00:00
2023-12-12,U-13681,PRD-176,401.27,1.111602496867882,446.05273391817497,U-13681,User_U-13681,Active,2023-01-03 14:00:00
2023-03-17,U-12679,PRD-308,2784.42,0.9690127447955128,2698.138466863522,U-12679,User_U-12679,Active,2023-01-28 14:00:00
2023-05-29,U-00662,PRD-192,3411.89,1.126097078280845,3842.1193604156324,U-00662,User_U-00662,Suspended,2023-02-06 09:00:00
2023-06-08,U-14130,PRD-791,3504.18,1.0404348251398676,3645.870905558621,U-14130,User_U-14130,Pending,2023-01-01 10:00:00
2023-07-09,U-03569,PRD-664,2496.98,1.024257638765707,2557.550838845195,U-03569,User_U-03569,Suspended,2023-02-20 09:00:00
2023-12-09,U-13953,PRD-310,3283.78,1.0588889802216783,3477.158455472343,U-13953,User_U-13953,Active,2023-01-11 14:00:00
2023-03-13,U-14272,PRD-497,3001.96,1.1769018283232986,3533.0122125534094,U-14272,User_U-14272,Pending,2023-01-01 10:00:00
2023-07-11,U-20111,PRD-523,2947.67,1.1428199397161738,3368.656051703174,U-20111,User_U-20111,Suspended,2023-02-03 09:00:00
2023-11-15,U-02171,PRD-306,3628.58,1.1162083176244222,4050.251177165626,U-02171,User_U-02171,Pending,2023-01-01 10:00:00
2023-01-01,U-06690,PRD-645,1959.42,1.1248357076505615,2204.0255822846634,U-06690,User_U-06690,Active,2023-01-04 14:00:00
